мода,медіана,с.а.,розмах,девіація,варіанса,стандарт,варіація,дисперсія,c.квд.відхилення,m1,m2,m3,m4,асиметрія,ексцес
11.058823529411764,11.045977011494253,10.884583333333333,19.0,113.4041173611111,0.3792779844853214,0.6158554899368206,0.05658052964239825,141.83883419212964,11.909611000873607,10.884583333333333,141.83883419212964,0.378013724537037,-0.43461649350598025,0.013898805134409446,-3.0000216030911226
