мода,медіана,с.а.,розмах,девіація,варіанса,стандарт,варіація,дисперсія,c.квд.відхилення,m1,m2,m3,m4,асиметрія,ексцес
11.058823529411764,2459.7528735632186,0.036281944444444436,19.0,550.7700821846374,1.8420404086442723,1.3572178928397136,37.40752910632753,0.4780440802178755,0.6914073186030616,0.036281944444444436,0.4780440802178755,1.8359002739487915,27.079930798999765,3.0028740963874463,115.49817481356422
