мода,медіана,с.а.,розмах,девіація,варіанса,стандарт,варіація,дисперсія,c.квд.відхилення,m1,m2,m3,m4,асиметрія,ексцес
6,10.5,10.826666666666666,19,667.1342222222222,2.231218134522482,1.4937262582288906,0.13796732680685567,138.77221925925923,11.780162106663017,10.826666666666666,138.77221925925923,-2.174657264197528,133.64418359519343,-0.08113143000555455,-2.993060231311882
