мода,медіана,с.а.,розмах,девіація,варіанса,стандарт,варіація,дисперсія,c.квд.відхилення,m1,m2,m3,m4,асиметрія,ексцес
6,10.5,0.03608888888888888,19,2854.868714824692,9.548055902423718,3.0899928644616184,85.62172346106703,0.48853539502880655,0.6989530706913065,0.03608888888888888,0.48853539502880655,145.96698081198457,2387.7410267197442,235.31914885445423,10001.49456990045
